FILE: acculturation.XPT
------------------------------------------------------------
SHAPE: (11372, 5)
COLUMNS: ['SEQN', 'ACD010A', 'ACD010B', 'ACD010C', 'ACD040']
SEQN present: YES

Missing %:
SEQN        0.00
ACD010A    24.38
ACD010B    99.77
ACD010C    93.94
ACD040     79.56

Full DataFrame Preview:
           SEQN  ACD010A  ACD010B  ACD010C  ACD040
9066   139893.0      1.0      NaN      NaN     NaN
9067   139894.0      NaN      NaN      NaN     4.0
9068   139895.0      NaN      NaN      NaN     4.0
9069   139896.0      1.0      NaN      NaN     NaN
9070   139897.0      1.0      NaN      NaN     NaN
9071   139898.0      NaN      NaN      9.0     NaN
9072   139899.0      1.0      NaN      NaN     NaN
9073   139900.0      1.0      NaN      NaN     NaN
9074   139901.0      NaN      NaN      NaN     4.0
9075   139902.0      1.0      NaN      NaN     NaN
9076   139903.0      NaN      NaN      9.0     NaN
9077   139904.0      1.0      NaN      NaN     NaN
9078   139905.0      1.0      NaN      NaN     NaN
9079   139906.0      1.0      NaN      NaN     NaN
9080   139907.0      NaN      NaN      NaN     1.0
9081   139909.0      1.0      NaN      NaN     NaN
9082   139910.0      NaN      NaN      9.0     NaN
9083   139911.0      1.0      NaN      NaN     NaN
9084   139912.0      1.0      NaN      NaN     NaN
9085   139913.0      NaN      NaN      NaN     5.0
9086   139914.0      1.0      NaN      NaN     NaN
9087   139915.0      1.0      NaN      NaN     NaN
9088   139916.0      NaN      NaN      NaN     3.0
9089   139917.0      1.0      NaN      NaN     NaN
9090   139918.0      1.0      NaN      NaN     NaN
9091   139919.0      1.0      NaN      NaN     NaN
9092   139920.0      1.0      NaN      NaN     NaN
9093   139921.0      1.0      NaN      NaN     NaN
9094   139922.0      1.0      NaN      NaN     NaN
9095   139923.0      1.0      NaN      NaN     NaN
9096   139925.0      1.0      NaN      NaN     NaN
9097   139926.0      1.0      NaN      NaN     NaN
9098   139927.0      1.0      NaN      NaN     NaN
9099   139928.0      NaN      NaN      NaN     4.0
9100   139929.0      1.0      NaN      NaN     NaN
9101   139930.0      1.0      NaN      NaN     NaN
9102   139931.0      NaN      NaN      9.0     NaN
9103   139932.0      1.0      NaN      NaN     NaN
9104   139933.0      1.0      NaN      NaN     NaN
9105   139934.0      1.0      NaN      NaN     NaN
9106   139935.0      1.0      NaN      NaN     NaN
9107   139936.0      1.0      NaN      NaN     NaN
9108   139937.0      1.0      8.0      9.0     NaN
9109   139938.0      1.0      NaN      NaN     NaN
9110   139939.0      1.0      NaN      NaN     NaN
9111   139941.0      1.0      NaN      NaN     NaN
9112   139942.0      NaN      NaN      NaN     2.0
9113   139943.0      1.0      NaN      NaN     NaN
9114   139944.0      1.0      NaN      NaN     NaN
9115   139945.0      1.0      NaN      NaN     NaN
9116   139946.0      1.0      NaN      NaN     NaN
9117   139947.0      NaN      NaN      NaN     1.0
9118   139948.0      1.0      NaN      NaN     NaN
9119   139949.0      1.0      NaN      NaN     NaN
9120   139950.0      1.0      NaN      NaN     NaN
9121   139951.0      1.0      NaN      NaN     NaN
9122   139952.0      1.0      NaN      NaN     NaN
9123   139953.0      1.0      NaN      NaN     NaN
9124   139954.0      1.0      NaN      NaN     NaN
9125   139955.0      1.0      NaN      NaN     NaN
9126   139956.0      1.0      NaN      NaN     NaN
9127   139957.0      1.0      NaN      NaN     NaN
9128   139959.0      1.0      NaN      NaN     NaN
9129   139960.0      1.0      NaN      NaN     NaN
9130   139961.0      1.0      NaN      NaN     NaN
9131   139963.0      NaN      NaN      NaN     2.0
9132   139964.0      1.0      NaN      NaN     NaN
9133   139965.0      NaN      NaN      9.0     NaN
9134   139966.0      1.0      NaN      NaN     NaN
9135   139967.0      1.0      NaN      NaN     NaN
9136   139968.0      1.0      NaN      NaN     NaN
9137   139969.0      1.0      NaN      NaN     NaN
9138   139970.0      NaN      NaN      NaN     NaN
9139   139971.0      1.0      NaN      NaN     NaN
9140   139972.0      1.0      NaN      NaN     NaN
9141   139973.0      1.0      NaN      NaN     NaN
9142   139974.0      1.0      NaN      NaN     NaN
9143   139975.0      1.0      NaN      NaN     NaN
9144   139976.0      NaN      NaN      NaN     4.0
9145   139977.0      1.0      NaN      NaN     NaN
9146   139978.0      1.0      NaN      NaN     NaN
9147   139979.0      1.0      NaN      NaN     NaN
9148   139980.0      1.0      NaN      NaN     NaN
9149   139981.0      1.0      NaN      NaN     NaN
9150   139982.0      1.0      NaN      NaN     NaN
9151   139983.0      1.0      NaN      NaN     NaN
9152   139984.0      1.0      NaN      NaN     NaN
9153   139985.0      1.0      NaN      NaN     NaN
9154   139987.0      1.0      NaN      NaN     NaN
9155   139988.0      1.0      NaN      NaN     NaN
9156   139989.0      NaN      NaN      NaN     5.0
9157   139990.0      NaN      NaN      NaN     2.0
9158   139991.0      1.0      NaN      NaN     NaN
9159   139993.0      1.0      NaN      NaN     NaN
9160   139994.0      1.0      NaN      NaN     NaN
9161   139995.0      1.0      NaN      NaN     NaN
9162   139996.0      NaN      NaN      NaN     1.0
9163   139997.0      NaN      NaN      NaN     1.0
9164   139998.0      1.0      NaN      NaN     NaN
9165   139999.0      1.0      NaN      NaN     NaN
9166   140000.0      1.0      NaN      NaN     NaN
9167   140001.0      1.0      NaN      NaN     NaN
9168   140003.0      1.0      NaN      NaN     NaN
9169   140004.0      1.0      NaN      NaN     NaN
9170   140006.0      1.0      NaN      NaN     NaN
9171   140007.0      1.0      NaN      NaN     NaN
9172   140008.0      1.0      NaN      NaN     NaN
9173   140009.0      1.0      NaN      NaN     NaN
9174   140010.0      1.0      NaN      NaN     NaN
9175   140011.0      NaN      NaN      NaN     5.0
9176   140012.0      1.0      NaN      NaN     NaN
9177   140013.0      1.0      NaN      NaN     NaN
9178   140014.0      1.0      NaN      NaN     NaN
9179   140015.0      1.0      NaN      NaN     NaN
9180   140016.0      1.0      NaN      NaN     NaN
9181   140017.0      1.0      NaN      NaN     NaN
9182   140018.0      NaN      NaN      NaN     5.0
9183   140019.0      NaN      NaN      NaN     1.0
9184   140020.0      1.0      NaN      NaN     NaN
9185   140021.0      1.0      NaN      NaN     NaN
9186   140022.0      1.0      NaN      NaN     NaN
9187   140023.0      1.0      NaN      NaN     NaN
9188   140024.0      NaN      NaN      9.0     NaN
9189   140025.0      NaN      NaN      NaN     1.0
9190   140026.0      1.0      NaN      NaN     NaN
9191   140027.0      1.0      NaN      NaN     NaN
9192   140028.0      1.0      NaN      NaN     NaN
9193   140029.0      1.0      NaN      NaN     NaN
9194   140030.0      NaN      NaN      NaN     4.0
9195   140031.0      1.0      NaN      NaN     NaN
9196   140032.0      1.0      NaN      NaN     NaN
9197   140033.0      NaN      NaN      NaN     4.0
9198   140034.0      1.0      NaN      NaN     NaN
9199   140035.0      1.0      NaN      NaN     NaN
9200   140036.0      1.0      NaN      NaN     NaN
9201   140037.0      1.0      NaN      NaN     NaN
9202   140038.0      NaN      NaN      NaN     4.0
9203   140039.0      1.0      NaN      NaN     NaN
9204   140040.0      1.0      NaN      NaN     NaN
9205   140041.0      1.0      NaN      NaN     NaN
9206   140042.0      1.0      NaN      NaN     NaN
9207   140043.0      1.0      NaN      NaN     NaN
9208   140044.0      NaN      NaN      NaN     1.0
9209   140045.0      NaN      NaN      NaN     5.0
9210   140046.0      1.0      NaN      NaN     NaN
9211   140047.0      1.0      NaN      NaN     NaN
9212   140048.0      1.0      NaN      NaN     NaN
9213   140049.0      1.0      NaN      NaN     NaN
9214   140051.0      1.0      NaN      NaN     NaN
9215   140052.0      1.0      NaN      NaN     NaN
9216   140053.0      1.0      NaN      NaN     NaN
9217   140054.0      NaN      NaN      NaN     4.0
9218   140055.0      1.0      NaN      NaN     NaN
9219   140056.0      NaN      NaN      NaN     5.0
9220   140057.0      1.0      NaN      NaN     NaN
9221   140058.0      1.0      NaN      NaN     NaN
9222   140059.0      1.0      NaN      NaN     NaN
9223   140060.0      NaN      NaN      NaN     5.0
9224   140062.0      1.0      NaN      NaN     NaN
9225   140063.0      1.0      NaN      NaN     NaN
9226   140064.0      NaN      NaN      NaN     4.0
9227   140065.0      NaN      NaN      NaN     1.0
9228   140066.0      1.0      NaN      NaN     NaN
9229   140067.0      1.0      NaN      NaN     NaN
9230   140068.0      1.0      NaN      NaN     NaN
9231   140069.0      NaN      NaN      NaN     4.0
9232   140070.0      1.0      NaN      NaN     NaN
9233   140071.0      NaN      NaN      NaN     4.0
9234   140072.0      1.0      NaN      NaN     NaN
9235   140073.0      1.0      NaN      NaN     NaN
9236   140074.0      1.0      NaN      NaN     NaN
9237   140075.0      NaN      NaN      9.0     NaN
9238   140076.0      1.0      NaN      NaN     NaN
9239   140077.0      NaN      NaN      9.0     NaN
9240   140078.0      1.0      NaN      NaN     NaN
9241   140079.0      NaN      NaN      NaN     NaN
9242   140080.0      1.0      NaN      NaN     NaN
9243   140081.0      1.0      NaN      NaN     NaN
9244   140082.0      NaN      NaN      NaN     4.0
9245   140083.0      1.0      NaN      NaN     NaN
9246   140084.0      1.0      NaN      NaN     NaN
9247   140085.0      1.0      NaN      NaN     NaN
9248   140086.0      1.0      NaN      NaN     NaN
9249   140087.0      1.0      NaN      NaN     NaN
9250   140088.0      1.0      NaN      NaN     NaN
9251   140089.0      NaN      NaN      NaN     1.0
9252   140090.0      NaN      NaN      NaN     4.0
9253   140091.0      1.0      NaN      NaN     NaN
9254   140092.0      NaN      8.0      NaN     NaN
9255   140093.0      1.0      NaN      NaN     NaN
9256   140094.0      1.0      NaN      NaN     NaN
9257   140095.0      NaN      NaN      NaN     3.0
9258   140096.0      1.0      NaN      NaN     NaN
9259   140097.0      1.0      NaN      NaN     NaN
9260   140098.0      1.0      NaN      NaN     NaN
9261   140099.0      1.0      NaN      NaN     NaN
9262   140100.0      1.0      NaN      NaN     NaN
9263   140101.0      NaN      NaN      NaN     4.0
9264   140102.0      NaN      NaN      NaN     2.0
9265   140104.0      NaN      NaN      NaN     2.0
9266   140105.0      1.0      NaN      NaN     NaN
9267   140106.0      1.0      NaN      NaN     NaN
9268   140107.0      1.0      NaN      NaN     NaN
9269   140108.0      NaN      NaN      NaN     5.0
9270   140109.0      1.0      NaN      NaN     NaN
9271   140110.0      1.0      NaN      NaN     NaN
9272   140111.0      1.0      NaN      NaN     NaN
9273   140112.0      NaN      NaN      NaN     5.0
9274   140113.0      1.0      NaN      NaN     NaN
9275   140114.0      NaN      NaN      NaN     4.0
9276   140115.0      1.0      NaN      NaN     NaN
9277   140116.0      NaN      NaN      NaN     5.0
9278   140117.0      1.0      NaN      NaN     NaN
9279   140118.0      1.0      NaN      NaN     NaN
9280   140119.0      1.0      NaN      NaN     NaN
9281   140120.0      NaN      NaN      NaN     3.0
9282   140121.0      NaN      NaN      NaN     2.0
9283   140122.0      1.0      NaN      NaN     NaN
9284   140123.0      NaN      NaN      NaN     2.0
9285   140124.0      1.0      NaN      NaN     NaN
9286   140125.0      1.0      NaN      NaN     NaN
9287   140127.0      1.0      NaN      NaN     NaN
9288   140128.0      1.0      NaN      NaN     NaN
9289   140129.0      1.0      NaN      NaN     NaN
9290   140130.0      1.0      NaN      NaN     NaN
9291   140131.0      1.0      NaN      NaN     NaN
9292   140132.0      1.0      NaN      NaN     NaN
9293   140133.0      1.0      8.0      9.0     NaN
9294   140134.0      1.0      NaN      NaN     NaN
9295   140135.0      1.0      NaN      NaN     NaN
9296   140136.0      1.0      NaN      NaN     NaN
9297   140137.0      NaN      NaN      NaN     2.0
9298   140138.0      1.0      NaN      NaN     NaN
9299   140139.0      1.0      NaN      NaN     NaN
9300   140140.0      1.0      NaN      NaN     NaN
9301   140141.0      NaN      NaN      9.0     NaN
9302   140142.0      1.0      NaN      NaN     NaN
9303   140143.0      NaN      NaN      9.0     NaN
9304   140144.0      NaN      NaN      NaN     5.0
9305   140145.0      NaN      NaN      NaN     1.0
9306   140146.0      1.0      NaN      NaN     NaN
9307   140147.0      1.0      NaN      NaN     NaN
9308   140148.0      1.0      NaN      NaN     NaN
9309   140149.0      1.0      NaN      NaN     NaN
9310   140150.0      1.0      NaN      NaN     NaN
9311   140151.0      NaN      NaN      9.0     NaN
9312   140152.0      NaN      NaN      NaN     3.0
9313   140153.0      1.0      NaN      NaN     NaN
9314   140154.0      1.0      NaN      NaN     NaN
9315   140155.0      1.0      NaN      NaN     NaN
9316   140156.0      1.0      NaN      NaN     NaN
9317   140157.0      NaN      NaN      NaN     5.0
9318   140158.0      1.0      NaN      NaN     NaN
9319   140159.0      1.0      NaN      NaN     NaN
9320   140160.0      1.0      NaN      NaN     NaN
9321   140161.0      1.0      NaN      NaN     NaN
9322   140162.0      1.0      NaN      9.0     NaN
9323   140163.0      1.0      NaN      NaN     NaN
9324   140164.0      1.0      NaN      NaN     NaN
9325   140165.0      1.0      NaN      NaN     NaN
9326   140166.0      1.0      NaN      NaN     NaN
9327   140167.0      1.0      NaN      NaN     NaN
9328   140168.0      NaN      NaN      NaN     4.0
9329   140169.0      1.0      NaN      NaN     NaN
9330   140170.0      NaN      NaN      NaN     1.0
9331   140171.0      1.0      NaN      NaN     NaN
9332   140172.0      1.0      NaN      NaN     NaN
9333   140173.0      1.0      NaN      NaN     NaN
9334   140174.0      1.0      NaN      NaN     NaN
9335   140175.0      1.0      NaN      NaN     NaN
9336   140176.0      1.0      NaN      NaN     NaN
9337   140178.0      1.0      NaN      NaN     NaN
9338   140179.0      1.0      NaN      NaN     NaN
9339   140180.0      1.0      NaN      NaN     NaN
9340   140181.0      1.0      NaN      NaN     NaN
9341   140182.0      1.0      NaN      NaN     NaN
9342   140183.0      NaN      NaN      NaN     5.0
9343   140184.0      1.0      NaN      NaN     NaN
9344   140185.0      1.0      NaN      NaN     NaN
9345   140186.0      1.0      NaN      NaN     NaN
9346   140187.0      1.0      NaN      9.0     NaN
9347   140188.0      1.0      NaN      NaN     NaN
9348   140189.0      1.0      NaN      NaN     NaN
9349   140190.0      NaN      NaN      NaN     5.0
9350   140191.0      1.0      NaN      NaN     NaN
9351   140192.0      1.0      NaN      NaN     NaN
9352   140193.0      1.0      NaN      NaN     NaN
9353   140194.0      NaN      NaN      NaN     1.0
9354   140195.0      1.0      NaN      NaN     NaN
9355   140196.0      1.0      NaN      NaN     NaN
9356   140197.0      1.0      NaN      NaN     NaN
9357   140198.0      1.0      NaN      NaN     NaN
9358   140199.0      1.0      NaN      NaN     NaN
9359   140200.0      1.0      NaN      NaN     NaN
9360   140201.0      1.0      NaN      NaN     NaN
9361   140205.0      NaN      NaN      NaN     3.0
9362   140206.0      1.0      NaN      NaN     NaN
9363   140207.0      1.0      NaN      NaN     NaN
9364   140208.0      1.0      NaN      NaN     NaN
9365   140210.0      1.0      NaN      NaN     NaN
9366   140211.0      NaN      NaN      NaN     5.0
9367   140212.0      1.0      NaN      NaN     NaN
9368   140213.0      1.0      NaN      NaN     NaN
9369   140214.0      1.0      NaN      NaN     NaN
9370   140215.0      NaN      NaN      9.0     NaN
9371   140216.0      NaN      NaN      NaN     1.0
9372   140217.0      1.0      NaN      NaN     NaN
9373   140218.0      NaN      NaN      NaN     2.0
9374   140219.0      1.0      NaN      NaN     NaN
9375   140220.0      1.0      NaN      NaN     NaN
9376   140221.0      1.0      NaN      NaN     NaN
9377   140222.0      NaN      NaN      NaN     5.0
9378   140223.0      NaN      NaN      NaN     2.0
9379   140224.0      1.0      NaN      NaN     NaN
9380   140225.0      1.0      NaN      9.0     NaN
9381   140226.0      1.0      NaN      NaN     NaN
9382   140228.0      1.0      NaN      NaN     NaN
9383   140229.0      NaN      NaN      9.0     NaN
9384   140230.0      1.0      NaN      NaN     NaN
9385   140231.0      NaN      NaN      NaN     4.0
9386   140232.0      NaN      NaN      NaN     1.0
9387   140234.0      1.0      NaN      NaN     NaN
9388   140235.0      1.0      NaN      NaN     NaN
9389   140236.0      1.0      NaN      NaN     NaN
9390   140237.0      1.0      NaN      NaN     NaN
9391   140238.0      1.0      NaN      NaN     NaN
9392   140239.0      1.0      NaN      NaN     NaN
9393   140240.0      NaN      NaN      9.0     NaN
9394   140241.0      1.0      NaN      NaN     NaN
9395   140242.0      1.0      NaN      NaN     NaN
9396   140243.0      1.0      NaN      NaN     NaN
9397   140244.0      1.0      NaN      NaN     NaN
9398   140245.0      1.0      NaN      NaN     NaN
9399   140246.0      1.0      NaN      NaN     NaN
9400   140247.0      1.0      NaN      NaN     NaN
9401   140248.0      1.0      NaN      NaN     NaN
9402   140249.0      1.0      NaN      NaN     NaN
9403   140250.0      NaN      NaN      NaN     5.0
9404   140251.0      1.0      NaN      NaN     NaN
9405   140252.0      NaN      NaN      NaN     2.0
9406   140253.0      NaN      NaN      NaN     2.0
9407   140254.0      NaN      NaN      9.0     NaN
9408   140255.0      NaN      NaN      NaN     NaN
9409   140256.0      1.0      NaN      NaN     NaN
9410   140257.0      1.0      NaN      NaN     NaN
9411   140259.0      1.0      NaN      NaN     NaN
9412   140260.0      1.0      NaN      NaN     NaN
9413   140261.0      1.0      NaN      NaN     NaN
9414   140262.0      1.0      NaN      NaN     NaN
9415   140263.0      1.0      NaN      NaN     NaN
9416   140264.0      1.0      NaN      NaN     NaN
9417   140265.0      1.0      NaN      NaN     NaN
9418   140266.0      1.0      NaN      NaN     NaN
9419   140267.0      1.0      NaN      9.0     NaN
9420   140268.0      1.0      NaN      NaN     NaN
9421   140269.0      1.0      NaN      NaN     NaN
9422   140270.0      1.0      NaN      9.0     NaN
9423   140271.0      NaN      NaN      NaN     5.0
9424   140272.0      1.0      NaN      NaN     NaN
9425   140273.0      1.0      NaN      NaN     NaN
9426   140274.0      1.0      NaN      NaN     NaN
9427   140275.0      1.0      NaN      NaN     NaN
9428   140276.0      1.0      NaN      NaN     NaN
9429   140277.0      1.0      NaN      NaN     NaN
9430   140278.0      1.0      NaN      NaN     NaN
9431   140279.0      NaN      NaN      NaN     2.0
9432   140280.0      1.0      NaN      NaN     NaN
9433   140281.0      NaN      NaN      NaN     1.0
9434   140282.0      NaN      8.0      NaN     NaN
9435   140283.0      1.0      NaN      NaN     NaN
9436   140284.0      NaN      NaN      NaN     3.0
9437   140285.0      1.0      NaN      NaN     NaN
9438   140286.0      1.0      NaN      NaN     NaN
9439   140287.0      1.0      NaN      NaN     NaN
9440   140288.0      1.0      NaN      NaN     NaN
9441   140289.0      1.0      NaN      NaN     NaN
9442   140290.0      NaN      NaN      NaN     3.0
9443   140291.0      NaN      NaN      NaN     9.0
9444   140292.0      1.0      NaN      NaN     NaN
9445   140293.0      NaN      NaN      NaN     5.0
9446   140294.0      1.0      NaN      NaN     NaN
9447   140295.0      1.0      NaN      NaN     NaN
9448   140296.0      NaN      NaN      NaN     3.0
9449   140297.0      NaN      NaN      NaN     2.0
9450   140298.0      1.0      NaN      NaN     NaN
9451   140299.0      1.0      NaN      NaN     NaN
9452   140300.0      1.0      NaN      NaN     NaN
9453   140301.0      1.0      NaN      NaN     NaN
9454   140302.0      1.0      NaN      NaN     NaN
9455   140303.0      1.0      NaN      NaN     NaN
9456   140304.0      1.0      NaN      NaN     NaN
9457   140305.0      1.0      NaN      NaN     NaN
9458   140306.0      NaN      NaN      NaN     5.0
9459   140307.0      1.0      NaN      NaN     NaN
9460   140308.0      1.0      NaN      NaN     NaN
9461   140309.0      NaN      NaN      NaN     3.0
9462   140311.0      NaN      NaN      NaN     3.0
9463   140313.0      1.0      NaN      NaN     NaN
9464   140314.0      1.0      NaN      NaN     NaN
9465   140315.0      1.0      NaN      NaN     NaN
9466   140316.0      1.0      NaN      NaN     NaN
9467   140317.0      1.0      NaN      NaN     NaN
9468   140318.0      1.0      NaN      NaN     NaN
9469   140319.0      1.0      NaN      NaN     NaN
9470   140320.0      1.0      NaN      NaN     NaN
9471   140321.0      1.0      NaN      NaN     NaN
9472   140322.0      1.0      NaN      NaN     NaN
9473   140323.0      1.0      NaN      NaN     NaN
9474   140324.0      1.0      NaN      NaN     NaN
9475   140325.0      1.0      NaN      NaN     NaN
9476   140326.0      1.0      NaN      NaN     NaN
9477   140327.0      1.0      NaN      NaN     NaN
9478   140328.0      1.0      NaN      NaN     NaN
9479   140329.0      NaN      NaN      NaN     3.0
9480   140330.0      NaN      NaN      NaN     5.0
9481   140331.0      1.0      NaN      NaN     NaN
9482   140332.0      1.0      NaN      NaN     NaN
9483   140333.0      1.0      NaN      NaN     NaN
9484   140334.0      1.0      NaN      NaN     NaN
9485   140335.0      1.0      NaN      NaN     NaN
9486   140336.0      NaN      NaN      9.0     NaN
9487   140337.0      1.0      NaN      NaN     NaN
9488   140338.0      1.0      NaN      NaN     NaN
9489   140339.0      1.0      NaN      NaN     NaN
9490   140340.0      1.0      NaN      NaN     NaN
9491   140341.0      1.0      NaN      NaN     NaN
9492   140342.0      1.0      NaN      NaN     NaN
9493   140343.0      1.0      NaN      NaN     NaN
9494   140345.0      1.0      NaN      NaN     NaN
9495   140346.0      NaN      NaN      NaN     1.0
9496   140347.0      1.0      NaN      NaN     NaN
9497   140348.0      1.0      NaN      NaN     NaN
9498   140349.0      1.0      NaN      NaN     NaN
9499   140350.0      1.0      NaN      NaN     NaN
9500   140351.0      1.0      NaN      NaN     NaN
9501   140352.0      1.0      NaN      NaN     NaN
9502   140353.0      1.0      NaN      NaN     NaN
9503   140354.0      1.0      NaN      NaN     NaN
9504   140355.0      1.0      NaN      NaN     NaN
9505   140356.0      1.0      NaN      NaN     NaN
9506   140357.0      1.0      NaN      NaN     NaN
9507   140358.0      1.0      NaN      NaN     NaN
9508   140359.0      1.0      NaN      NaN     NaN
9509   140360.0      1.0      NaN      NaN     NaN
9510   140361.0      1.0      NaN      NaN     NaN
9511   140362.0      1.0      NaN      NaN     NaN
9512   140363.0      1.0      NaN      NaN     NaN
9513   140364.0      1.0      NaN      NaN     NaN
9514   140365.0      1.0      NaN      NaN     NaN
9515   140366.0      1.0      NaN      NaN     NaN
9516   140367.0      NaN      NaN      NaN     1.0
9517   140368.0      1.0      NaN      NaN     NaN
9518   140369.0      1.0      NaN      NaN     NaN
9519   140370.0      1.0      NaN      NaN     NaN
9520   140371.0      1.0      NaN      NaN     NaN
9521   140372.0      1.0      NaN      NaN     NaN
9522   140373.0      1.0      NaN      NaN     NaN
9523   140374.0      1.0      NaN      NaN     NaN
9524   140375.0      1.0      NaN      NaN     NaN
9525   140376.0      1.0      NaN      NaN     NaN
9526   140377.0      NaN      NaN      NaN     4.0
9527   140378.0      1.0      NaN      NaN     NaN
9528   140379.0      NaN      NaN      NaN     1.0
9529   140380.0      NaN      NaN      NaN     1.0
9530   140381.0      1.0      NaN      NaN     NaN
9531   140382.0      1.0      NaN      NaN     NaN
9532   140383.0      NaN      NaN      NaN     4.0
9533   140384.0      1.0      NaN      NaN     NaN
9534   140385.0      1.0      NaN      NaN     NaN
9535   140386.0      1.0      NaN      NaN     NaN
9536   140387.0      1.0      NaN      NaN     NaN
9537   140388.0      1.0      NaN      NaN     NaN
9538   140389.0      NaN      NaN      NaN     4.0
9539   140390.0      1.0      NaN      NaN     NaN
9540   140391.0      1.0      NaN      NaN     NaN
9541   140392.0      1.0      NaN      NaN     NaN
9542   140393.0      1.0      NaN      NaN     NaN
9543   140394.0      1.0      NaN      NaN     NaN
9544   140395.0     99.0      NaN      NaN     NaN
9545   140396.0      NaN      NaN      NaN     5.0
9546   140397.0      1.0      NaN      NaN     NaN
9547   140398.0      1.0      NaN      NaN     NaN
9548   140399.0      NaN      NaN      NaN     2.0
9549   140400.0      1.0      NaN      NaN     NaN
9550   140401.0      1.0      NaN      NaN     NaN
9551   140402.0      1.0      NaN      NaN     NaN
9552   140403.0      1.0      NaN      NaN     NaN
9553   140404.0      1.0      NaN      NaN     NaN
9554   140405.0      NaN      NaN      NaN     3.0
9555   140406.0      1.0      NaN      NaN     NaN
9556   140407.0      NaN      NaN      NaN     5.0
9557   140408.0      NaN      NaN      NaN     4.0
9558   140409.0      1.0      NaN      NaN     NaN
9559   140410.0      1.0      NaN      NaN     NaN
9560   140411.0      1.0      NaN      NaN     NaN
9561   140412.0      1.0      NaN      NaN     NaN
9562   140413.0      1.0      NaN      NaN     NaN
9563   140414.0      NaN      NaN      NaN     1.0
9564   140415.0      1.0      NaN      NaN     NaN
9565   140416.0      1.0      NaN      NaN     NaN
9566   140417.0      1.0      NaN      NaN     NaN
9567   140418.0      1.0      NaN      NaN     NaN
9568   140419.0      1.0      NaN      NaN     NaN
9569   140420.0      NaN      NaN      NaN     4.0
9570   140421.0      1.0      NaN      NaN     NaN
9571   140422.0      1.0      NaN      NaN     NaN
9572   140423.0      1.0      NaN      NaN     NaN
9573   140424.0      1.0      NaN      NaN     NaN
9574   140425.0      NaN      NaN      9.0     NaN
9575   140426.0      1.0      NaN      NaN     NaN
9576   140427.0      1.0      NaN      NaN     NaN
9577   140428.0      1.0      NaN      NaN     NaN
9578   140429.0      1.0      NaN      NaN     NaN
9579   140430.0      NaN      NaN      NaN     3.0
9580   140432.0      1.0      NaN      NaN     NaN
9581   140433.0      1.0      NaN      NaN     NaN
9582   140435.0      NaN      NaN      NaN     1.0
9583   140436.0      1.0      NaN      NaN     NaN
9584   140437.0      1.0      NaN      NaN     NaN
9585   140438.0      1.0      NaN      NaN     NaN
9586   140439.0      1.0      NaN      NaN     NaN
9587   140440.0      1.0      NaN      NaN     NaN
9588   140442.0      1.0      NaN      NaN     NaN
9589   140443.0      1.0      NaN      NaN     NaN
9590   140444.0      NaN      NaN      NaN     2.0
9591   140445.0      1.0      NaN      NaN     NaN
9592   140446.0      NaN      NaN      NaN     1.0
9593   140447.0      1.0      NaN      NaN     NaN
9594   140449.0      1.0      NaN      NaN     NaN
9595   140450.0      1.0      NaN      9.0     NaN
9596   140451.0      1.0      NaN      NaN     NaN
9597   140452.0      1.0      NaN      NaN     NaN
9598   140454.0      1.0      NaN      NaN     NaN
9599   140455.0      NaN      NaN      NaN     4.0
9600   140456.0      1.0      NaN      NaN     NaN
9601   140457.0      1.0      NaN      9.0     NaN
9602   140458.0      NaN      NaN      NaN     1.0
9603   140459.0      1.0      NaN      NaN     NaN
9604   140460.0      NaN      NaN      NaN     3.0
9605   140461.0      NaN      NaN      NaN     4.0
9606   140462.0      1.0      NaN      NaN     NaN
9607   140464.0      1.0      NaN      NaN     NaN
9608   140465.0      NaN      NaN      NaN     4.0
9609   140466.0      1.0      NaN      NaN     NaN
9610   140467.0      1.0      NaN      NaN     NaN
9611   140468.0      1.0      NaN      NaN     NaN
9612   140470.0      1.0      NaN      NaN     NaN
9613   140471.0      NaN      NaN      NaN     4.0
9614   140472.0      1.0      NaN      NaN     NaN
9615   140473.0      1.0      NaN      NaN     NaN
9616   140474.0      1.0      NaN      NaN     NaN
9617   140475.0      1.0      NaN      NaN     NaN
9618   140476.0      1.0      NaN      NaN     NaN
9619   140477.0      1.0      NaN      NaN     NaN
9620   140478.0      NaN      NaN      NaN     4.0
9621   140479.0      1.0      NaN      NaN     NaN
9622   140480.0      1.0      NaN      NaN     NaN
9623   140481.0      1.0      NaN      NaN     NaN
9624   140482.0      1.0      NaN      NaN     NaN
9625   140483.0      1.0      NaN      NaN     NaN
9626   140484.0      1.0      NaN      NaN     NaN
9627   140485.0      1.0      NaN      NaN     NaN
9628   140486.0      1.0      NaN      NaN     NaN
9629   140487.0      1.0      NaN      NaN     NaN
9630   140488.0      1.0      NaN      NaN     NaN
9631   140489.0      1.0      NaN      NaN     NaN
9632   140490.0      1.0      NaN      NaN     NaN
9633   140491.0      1.0      NaN      NaN     NaN
9634   140492.0      1.0      NaN      NaN     NaN
9635   140493.0      1.0      NaN      NaN     NaN
9636   140494.0      1.0      NaN      NaN     NaN
9637   140495.0      1.0      NaN      NaN     NaN
9638   140496.0      1.0      NaN      NaN     NaN
9639   140498.0      NaN      NaN      NaN     1.0
9640   140499.0      1.0      NaN      NaN     NaN
